record_id,engineer_id,skill,resolution_hours,was_multi_skill,was_swarming,role_in_swarming,priority,outcome
H1014,E044,security,0.88,False,False,,P1,resolved_with_workaround
H1015,E044,security,1.95,True,True,,P2,resolved
H1016,E044,security,0.81,False,False,,P3,resolved_with_workaround
H1017,E044,security,0.74,False,False,,P3,resolved
H1018,E044,security,0.91,False,False,,P2,resolved
H1019,E044,security,0.94,False,False,,P3,resolved
H1020,E044,security,1.23,True,True,support,P3,resolved_with_workaround
H1021,E044,security,1.15,False,False,,P3,resolved
H1022,E044,container,0.57,False,False,,P2,resolved
H1023,E044,container,0.51,False,False,,P3,resolved
H1024,E044,container,1.16,False,False,,P4,resolved
H1025,E044,container,1.14,True,True,lead,P2,resolved
H1026,E044,container,1.13,True,True,,P2,resolved
H1027,E044,container,0.64,False,False,,P1,resolved
H1028,E044,container,0.56,False,False,,P3,resolved
H1029,E044,container,1.5,True,True,support,P3,resolved
H1030,E045,container,0.56,False,False,,P3,resolved
H1031,E045,container,0.39,False,False,,P2,resolved
H1032,E045,container,0.87,False,False,,P4,resolved
H1033,E045,container,0.6,False,False,,P1,resolved_with_workaround
H1034,E045,container,0.45,False,False,,P2,resolved
H1035,E045,container,0.7,False,False,,P4,resolved
H1036,E045,container,0.6,True,False,support,P4,resolved_with_workaround
H1037,E045,container,1.04,False,False,,P3,resolved
H1038,E045,container,0.39,False,False,,P1,resolved
H1039,E045,security,1.9,True,False,,P2,escalated
H1040,E045,security,0.85,False,False,,P1,resolved
H1041,E045,security,1.23,False,False,,P3,resolved
H1042,E045,security,2.13,True,False,,P4,resolved
H1043,E045,security,1.29,False,False,,P1,resolved
H1044,E045,security,1.04,True,False,lead,P3,resolved_with_workaround
H1045,E045,security,0.57,False,False,,P3,resolved
H1046,E045,cloud,1.81,True,True,lead,P1,escalated
H1047,E045,cloud,1.78,False,False,,P4,resolved
H1048,E045,cloud,0.88,False,False,,P4,resolved
H1049,E045,cloud,0.89,False,False,,P4,resolved
H1050,E045,cloud,0.98,False,False,,P3,resolved
H1051,E045,cloud,0.59,False,False,,P2,resolved
H1052,E045,cloud,0.61,False,False,,P3,resolved
H1053,E045,cloud,0.6,False,False,,P3,resolved_with_workaround
H1054,E045,cloud,0.76,False,False,,P4,resolved
H1055,E045,cloud,1.26,True,False,lead,P2,escalated
H1056,E045,ai_ml,1.44,True,False,lead,P4,escalated
H1057,E045,ai_ml,0.9,False,False,,P3,escalated
H1058,E045,ai_ml,0.99,False,False,,P4,resolved
H1059,E045,ai_ml,1.29,False,False,,P1,resolved
H1060,E045,ai_ml,1.0,False,False,,P3,resolved
H1061,E045,ai_ml,0.72,False,False,,P1,resolved
H1062,E045,ai_ml,2.55,True,True,lead,P1,resolved
H1063,E046,ai_ml,0.99,False,False,,P3,resolved
H1064,E046,ai_ml,1.19,False,False,,P3,resolved_with_workaround
H1065,E046,ai_ml,0.83,False,False,,P3,escalated
H1066,E046,ai_ml,2.3,True,True,,P2,resolved
H1067,E046,ai_ml,0.86,False,False,,P3,escalated
H1068,E046,ai_ml,0.74,False,False,,P2,resolved
H1069,E046,container,0.48,False,False,,P3,resolved
H1070,E046,container,0.68,False,False,,P2,resolved
H1071,E046,container,0.67,False,False,,P4,escalated
H1072,E046,container,0.55,False,False,,P4,escalated
H1073,E046,container,1.2,True,True,lead,P3,resolved
H1074,E046,container,0.44,False,False,,P2,resolved
H1075,E046,app_support,0.77,False,False,,P3,resolved
H1076,E046,app_support,1.22,True,True,,P1,resolved
H1077,E046,app_support,0.83,True,False,lead,P2,resolved
H1078,E046,app_support,0.35,False,False,,P3,resolved
H1079,E046,app_support,0.36,False,False,,P3,resolved
H1080,E046,app_support,0.56,False,False,,P3,escalated
H1081,E046,network,1.07,False,False,,P3,resolved_with_workaround
H1082,E046,network,0.7,False,False,,P2,resolved
H1083,E046,network,0.5,False,False,,P2,resolved
H1084,E046,network,0.48,False,False,,P4,resolved
H1085,E046,network,0.68,False,False,,P3,resolved
H1086,E046,network,1.09,False,False,,P1,resolved
H1087,E046,network,0.51,False,False,,P2,resolved
H1088,E046,network,0.72,False,False,,P3,resolved
H1089,E046,network,0.6,False,False,,P1,resolved
H1090,E046,network,0.47,False,False,,P3,resolved
H1091,E046,sap,1.96,False,False,,P1,resolved
H1092,E046,sap,1.85,False,False,,P2,resolved
H1093,E046,sap,1.64,False,False,,P1,resolved
H1094,E046,sap,0.88,False,False,,P1,resolved_with_workaround
H1095,E046,sap,1.03,False,False,,P2,escalated
H1096,E046,sap,1.26,False,False,,P3,resolved
H1097,E046,sap,0.94,False,False,,P3,resolved
H1098,E047,database,0.66,False,False,,P4,resolved
H1099,E047,database,0.91,False,False,,P1,escalated
H1100,E047,database,1.15,False,False,,P1,resolved
H1101,E047,database,0.51,False,False,,P1,resolved
H1102,E047,database,0.49,False,False,,P3,resolved
H1103,E047,database,0.52,False,False,,P2,resolved_with_workaround
H1104,E047,database,0.85,False,False,,P3,resolved
H1105,E047,database,0.39,False,False,,P3,resolved
H1106,E047,database,0.64,False,False,,P1,resolved
H1107,E047,database,0.7,False,False,,P4,resolved
H1108,E047,app_support,0.35,False,False,,P1,resolved
H1109,E047,app_support,0.71,False,False,,P3,resolved
H1110,E047,app_support,1.05,True,False,support,P3,resolved
H1111,E047,app_support,0.35,False,False,,P3,resolved
H1112,E047,app_support,0.46,False,False,,P4,resolved
H1113,E047,security,0.52,False,False,,P4,escalated
H1114,E047,security,1.01,True,False,support,P2,resolved
H1115,E047,security,0.45,False,False,,P3,resolved_with_workaround
H1116,E047,security,0.69,False,False,,P1,resolved
H1117,E047,security,0.9,False,False,,P2,resolved
H1118,E047,security,1.02,False,False,,P2,resolved_with_workaround
H1119,E047,security,0.45,False,False,,P1,resolved
H1120,E047,security,0.85,False,False,,P4,resolved
H1121,E047,infra,0.85,False,False,,P3,resolved
H1122,E047,infra,0.53,False,False,,P3,resolved
H1123,E047,infra,0.64,False,False,,P1,resolved
H1124,E047,infra,0.81,False,False,,P2,resolved
H1125,E047,infra,0.44,False,False,,P4,resolved_with_workaround
H1126,E047,infra,0.48,False,False,,P3,resolved
H1127,E047,infra,0.99,False,False,,P3,resolved
H1128,E047,cloud,0.4,False,False,,P3,resolved
H1129,E047,cloud,0.35,False,False,,P4,resolved
H1130,E047,cloud,0.45,False,False,,P3,resolved
H1131,E047,cloud,0.67,False,False,,P3,resolved
H1132,E047,cloud,0.76,False,False,,P2,resolved
H1133,E047,cloud,0.46,False,False,,P3,resolved_with_workaround
H1134,E047,cloud,0.33,False,False,,P3,resolved
H1135,E048,security,0.73,False,False,,P3,resolved
H1136,E048,security,0.78,False,False,,P3,resolved
H1137,E048,security,0.35,False,False,,P4,resolved
H1138,E048,security,0.78,False,False,,P3,resolved_with_workaround
H1139,E048,security,1.02,True,False,,P4,escalated
H1140,E048,security,0.87,False,False,,P4,resolved
H1141,E048,security,0.64,True,False,lead,P1,resolved
H1142,E048,container,0.5,True,False,support,P2,resolved
H1143,E048,container,0.52,False,False,,P2,escalated
H1144,E048,container,0.5,False,False,,P1,resolved
H1145,E048,container,0.75,True,False,lead,P2,resolved
H1146,E048,container,0.39,False,False,,P3,resolved
H1147,E048,container,0.5,False,False,,P1,resolved
H1148,E048,container,0.27,False,False,,P3,escalated
H1149,E048,container,0.27,False,False,,P1,resolved
H1150,E048,container,0.34,False,False,,P4,resolved
H1151,E048,infra,0.76,True,False,,P4,escalated
H1152,E048,infra,0.34,False,False,,P1,resolved
H1153,E048,infra,0.25,False,False,,P3,resolved
H1154,E048,infra,0.36,False,False,,P3,resolved
H1155,E048,infra,0.57,False,False,,P2,resolved
H1156,E048,infra,0.46,False,False,,P3,resolved
H1157,E048,database,0.37,False,False,,P4,resolved
H1158,E048,database,0.4,False,False,,P1,resolved
H1159,E048,database,0.35,False,False,,P4,resolved
H1160,E048,database,0.28,False,False,,P1,resolved
H1161,E048,database,0.4,False,False,,P1,resolved
H1162,E048,database,0.3,False,False,,P3,resolved_with_workaround
H1163,E048,database,0.45,False,False,,P4,resolved
H1164,E048,database,0.48,False,False,,P1,resolved
H1165,E048,iot,0.46,False,False,,P3,resolved
H1166,E048,iot,0.51,True,True,support,P2,resolved
H1167,E048,iot,0.75,True,False,,P1,resolved_with_workaround
H1168,E048,iot,0.27,False,False,,P4,resolved_with_workaround
H1169,E048,iot,0.95,False,False,,P3,resolved
H1170,E048,iot,0.56,False,False,,P3,resolved
H1171,E048,iot,0.88,False,False,,P1,escalated
H1172,E048,iot,1.06,False,False,,P1,resolved
H1173,E048,iot,0.75,False,False,,P1,resolved_with_workaround
H1174,E048,iot,0.7,False,False,,P1,resolved
H1175,E049,app_support,0.29,False,False,,P3,resolved
H1176,E049,app_support,0.34,False,False,,P2,resolved
H1177,E049,app_support,0.26,False,False,,P3,resolved
H1178,E049,app_support,0.49,False,False,,P3,resolved
H1179,E049,app_support,0.59,False,False,,P2,resolved
H1180,E049,app_support,0.66,False,False,,P2,resolved
H1181,E049,app_support,0.95,True,True,lead,P2,resolved
H1182,E049,infra,0.45,False,False,,P4,escalated
H1183,E049,infra,0.55,False,False,,P3,resolved
H1184,E049,infra,1.28,True,True,support,P4,resolved
H1185,E049,infra,0.65,False,False,,P2,resolved
H1186,E049,infra,1.53,True,True,lead,P2,resolved
H1187,E049,infra,0.53,False,False,,P4,resolved
H1188,E049,infra,0.37,False,False,,P4,resolved
H1189,E049,infra,0.47,False,False,,P1,resolved
H1190,E049,database,0.71,False,False,,P2,resolved
H1191,E049,database,0.56,False,False,,P1,resolved
H1192,E049,database,0.7,True,False,,P3,resolved
H1193,E049,database,0.71,False,False,,P2,resolved
H1194,E049,database,0.42,False,False,,P1,resolved
H1195,E049,database,0.95,False,False,,P2,resolved
H1196,E049,database,0.61,False,False,,P3,resolved
H1197,E049,database,0.34,False,False,,P2,resolved_with_workaround
H1198,E049,database,0.69,False,False,,P1,resolved
H1199,E049,database,1.01,True,False,support,P2,resolved
H1200,E049,sap,3.19,True,True,support,P3,resolved_with_workaround
H1201,E049,sap,0.75,False,False,,P1,escalated
H1202,E049,sap,0.82,False,False,,P4,resolved
H1203,E049,sap,0.74,False,False,,P2,resolved_with_workaround
H1204,E049,sap,2.69,True,True,,P3,resolved
H1205,E049,sap,1.11,False,False,,P1,resolved_with_workaround
H1206,E049,cloud,0.26,False,False,,P3,resolved_with_workaround
H1207,E049,cloud,0.44,False,False,,P3,resolved
H1208,E049,cloud,0.3,False,False,,P4,resolved
H1209,E049,cloud,0.7,False,False,,P3,resolved
H1210,E049,cloud,0.79,False,False,,P3,resolved
H1211,E049,cloud,0.5,False,False,,P2,resolved
H1212,E049,cloud,0.37,True,True,,P1,resolved
H1213,E049,cloud,0.41,False,False,,P1,resolved
H1214,E049,cloud,0.66,False,False,,P4,resolved
H1215,E049,cloud,0.37,False,False,,P2,resolved
H1216,E050,infra,0.69,False,False,,P3,resolved
H1217,E050,infra,0.43,False,False,,P4,resolved
H1218,E050,infra,0.41,False,False,,P3,resolved
H1219,E050,infra,0.56,False,False,,P3,escalated
H1220,E050,infra,0.62,False,False,,P3,resolved
H1221,E050,iot,0.79,False,False,,P3,resolved_with_workaround
H1222,E050,iot,0.94,True,True,lead,P4,resolved_with_workaround
H1223,E050,iot,0.91,False,False,,P4,resolved
H1224,E050,iot,0.67,False,False,,P3,resolved
H1225,E050,iot,0.75,False,False,,P4,resolved
H1226,E050,iot,1.04,False,False,,P1,escalated
H1227,E050,iot,0.71,False,False,,P1,escalated
H1228,E050,iot,1.3,True,True,,P3,resolved
H1229,E050,iot,1.13,False,False,,P3,escalated
H1230,E050,iot,0.97,True,False,,P1,resolved
H1231,E050,security,0.59,False,False,,P1,resolved_with_workaround
H1232,E050,security,0.52,False,False,,P2,escalated
H1233,E050,security,0.73,False,False,,P4,resolved
H1234,E050,security,0.49,False,False,,P2,resolved
H1235,E050,security,0.46,False,False,,P3,resolved
H1236,E050,container,0.6,True,False,lead,P3,resolved
H1237,E050,container,0.48,False,False,,P4,resolved
H1238,E050,container,1.23,True,False,lead,P2,resolved
H1239,E050,container,0.67,False,False,,P4,resolved
H1240,E050,container,0.35,False,False,,P2,resolved
H1241,E050,container,0.56,False,False,,P3,resolved
H1242,E050,container,0.44,False,False,,P4,escalated
H1243,E050,cloud,0.31,False,False,,P4,resolved
H1244,E050,cloud,0.97,True,True,lead,P1,resolved
H1245,E050,cloud,0.53,False,False,,P2,resolved
H1246,E050,cloud,0.58,False,False,,P1,resolved_with_workaround
H1247,E050,cloud,0.34,False,False,,P4,resolved
H1248,E050,cloud,0.34,False,False,,P2,resolved
H1249,E050,cloud,0.56,False,False,,P1,resolved
H1250,E050,cloud,0.41,False,False,,P1,resolved
H1251,E050,cloud,0.59,False,False,,P2,resolved
